filename,spectral_centroid,zero_crossings,spectral_rolloff,chroma_stft,rms,mel_spec,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,label
0d20191008163744pnull_sec_start_0.wav,1409.766336815181,0.09799429086538461,2663.8228665865386,0.4754080994930617,102.09609494297756,1.4147266831414809,-424.4872109350125,95.25696470575701,20.428955685638353,37.14098039427363,9.439087996406657,1.9025793110324094,-1.8609668469940586,-6.603223868375825,-5.771922952581643,-6.6882097581181785,-4.349612898437081,-4.110228575915651,-5.989338667974201,-8.034690028269761,-4.1438653892888295,-7.145408434736509,-5.8402380816991135,-4.89740670517009,-7.413801572764422,-4.1801766117790455,Far_miss
0d20191008163744pnull_sec_start_15.wav,2481.5946329451335,0.3506573016826923,5093.347919170673,0.6711237266830536,166.92645892122516,0.004700866360482732,-741.6762447626099,26.475337152039195,9.656275126223436,29.133466886363735,3.5994559804330675,15.249230329165382,7.20208870899152,5.670229479351707,6.006776876314915,1.8440250577945507,3.923885355316319,-0.7059069398797748,2.3946159937785056,-1.5185571524070245,1.0478521725611363,-0.3729881322137945,-1.0472161082547091,1.03889165571339,-1.6110997531387206,0.00211171601977387,Far_miss
0d20191008163744pnull_sec_start_24.wav,2374.1223152272823,0.3421461838942308,4729.602426382212,0.6246425329373014,153.2536267619143,0.02662521169326493,-679.2208844553278,26.54397732421636,9.335595954809088,18.824062143287552,-0.6188531440898958,9.343947253184334,2.8972186762099605,1.6371582100238933,1.253253088619129,-2.6832735928344356,0.4330875818495216,-1.6630056940845757,-1.0276660264076112,-2.8740517731243886,-1.9497610193069788,-2.1358820278154154,-1.8542125022396385,-1.0772347544016008,-1.5000238565687054,-0.6840362115005507,Far_miss
0d20191008163744pnull_sec_start_27.wav,2324.31707172983,0.32596529447115385,4826.66748046875,0.670865285883954,165.68957044089674,0.009768769479303349,-736.5613116241159,24.367895165155073,11.11018392732759,20.593228225467115,5.2081993216799,8.125874383371457,5.0178972841919105,2.8864908609138875,2.682861428287195,0.07110910385104144,1.1933737543513272,-1.0003891961643119,-0.11816935580367009,-1.3347171968764713,-0.21800985530173778,-1.0193498866657014,-1.7257991500870067,-0.23948208865525208,-1.4059874110721748,-0.2750497010926569,Far_miss
0d20191008163744pnull_sec_start_3.wav,1821.3116308416245,0.13839768629807692,3356.1153470552886,0.4394064987942228,97.46966070761619,2.0731078581647235,-395.258357622751,94.04915238333683,-22.026917329294072,18.64735253862726,6.542919629338851,-2.829692104473442,-10.932302582912182,-11.259554943468723,1.4618271911354335,-7.477256290200534,-10.369264885197651,-0.4683043603142306,-3.088240216967092,-7.8521765123125205,-0.8144723740709565,-5.746372933633232,-4.231033952069462,-1.3004997087692793,-7.2903194417199515,-4.673646808675622,Far_miss
0d20191008163744pnull_sec_start_30.wav,2347.937156878117,0.3899676983173077,4901.205491286058,0.6398185554818937,163.35427231379853,0.005943977331926718,-725.4549543945914,32.40048860490441,11.652401515434432,25.937583273159,5.296899717258942,9.910285101129793,5.0120549793925315,1.9276001940217897,1.1598469811311076,-2.87093115861666,-0.5083950859167341,-4.253361874489544,-2.114327421549989,-4.007654311858173,-2.893302402596206,-2.371250935387509,-3.9408128294492513,-1.6263780249566975,-3.8043991884099455,-1.8453033595054726,Far_miss
0d20191008163744pnull_sec_start_33.wav,1778.8036228654219,0.1910381610576923,3406.884014423077,0.5036633582232086,109.03671389970553,0.7927892440147327,-463.5728482280858,71.54315845850591,6.415825355559241,21.78122055978673,10.77027460381746,0.6365437751974223,-5.0605987521243705,-4.974274666558241,-10.553607877001534,-9.930040336351867,-9.703670822021877,-6.052661562831416,-3.655001457711107,-15.174096578904399,-4.16241425629347,-6.040196256386922,-10.571093850405294,-4.0318905189197265,-5.912917127432813,-2.3352573685696054,Far_miss
0d20191008163744pnull_sec_start_36.wav,1473.445543547778,0.10747445913461538,2652.6421649639424,0.40112948079511535,98.21528425292618,0.8419644148400431,-399.3131463326367,119.03652025765865,-5.55074299859029,29.494457376276344,1.1200792220427473,6.042396475907493,-10.789369962055085,-12.880915246751814,-5.569169691770664,-6.398813268217543,-0.6566672099275159,-9.728852838917652,-7.300788260421618,-8.1338442153615,-3.561940151295387,-5.172918929637261,-6.904145441151073,-10.260770720300041,-9.647429036331069,-0.7054914933775522,Far_miss
0d20191008163744pnull_sec_start_39.wav,1758.8791731461004,0.134814453125,3001.5628756009614,0.31120243735497627,83.6123931487144,2.4672643627566746,-323.68986826666435,117.74293853562564,-24.14233669423569,20.53439741897876,-3.6272588229357394,1.9226511271365394,-20.955230296141725,-13.150449819055327,-3.0634407125578536,-14.823457299822001,0.9223771206170382,-7.854607201817437,-9.241560859578959,-6.282092422116401,-6.121344653906012,-6.235054366869667,-3.2173905245872256,-7.411852695860395,-11.345469819386244,-2.774305246676899,Far_miss
0d20191008163744pnull_sec_start_42.wav,1449.164792971125,0.09014423076923077,2823.996769831731,0.2947257609330184,81.42700894233114,1.5528823009509631,-309.68792743970084,135.10976558945416,-30.96843641631356,39.04969680795351,3.260645528229112,-10.049247922276772,-19.69153691816778,-12.749592043446963,-1.5807380396534296,-9.536906490968628,-8.569176675637216,-8.234696686469771,-4.814726577253715,-9.607019794878743,-5.763756476815372,-12.041009899334771,-5.791200074715698,-4.623507945656822,-11.387968067578072,-2.8948142883684036,Far_miss
0d20191008163744pnull_sec_start_45.wav,1548.5719094755623,0.1072265625,2978.2076322115386,0.3931363342717703,88.26021412081225,1.1471184085996091,-346.75914970632016,126.32114516265462,-21.954187334865576,19.193532806358053,6.521050960770918,-2.925079977269959,-15.445481957278126,-7.699438584476971,-0.7129064468187146,-2.378247732910146,-6.88655562615276,-4.358535764606819,-3.316229745216998,-12.393483259937467,2.7770318880406073,-6.1665206340928815,-6.484152781972934,-6.869972282200794,-9.1799925082925,0.765403598619596,Far_miss
0d20191008163744pnull_sec_start_48.wav,1145.73674100509,0.06427659254807692,2249.060246394231,0.264069464110769,82.3044799814536,1.4619033534817507,-310.0394282632147,159.9977512232339,-25.232494398390884,27.363402043694776,8.1355576946639,-2.6888714342973343,-23.92937724279558,-9.69967140385407,1.1249908812032088,-13.419936575709489,-6.366037159322263,-6.972610115140683,-7.939384419581868,-12.518480564280928,-1.9955621899776073,-7.425233638146418,-11.666534874493601,-4.473476489873307,-5.788570749618689,-6.626390707489563,Far_miss
0d20191008163744pnull_sec_start_51.wav,1553.8555474169484,0.11680438701923077,2717.6558743990386,0.32703559985794606,93.55997730415075,1.7792541641445627,-379.179448741571,112.13507192355694,-7.834244920617192,22.530072607152665,9.384253677048967,4.508840364234475,-14.952314561314282,-9.091019917340502,-2.9819455530704646,-6.990005421743196,-6.42202290734282,-8.686080493864708,-2.865685680503382,-10.109646792251112,-0.9306004729543734,-4.2402093344085445,-10.34517097694801,-4.070974193559548,-7.956833064150973,-7.554967836288261,Far_miss
0d20191008163744pnull_sec_start_57.wav,1199.3548705854728,0.07759915865384616,2362.3580228365386,0.4836623774494414,105.15216499028013,0.5728997059934597,-427.0059221383283,142.43934900574826,-1.4001961151069509,34.753362986542754,12.22445827493179,7.291546839515481,-10.29011067160406,-9.812559347516297,1.859921162979329,-4.5909389306458985,-3.478040267721329,-4.778426760967583,-1.367770320818736,-10.206337886848225,-4.025214151379461,-2.3336316787271314,-9.126700266965766,-4.94898717291986,-6.036193600376809,-3.4261381592964253,Far_miss
0d20191008163744pnull_sec_start_6.wav,1326.5201638130363,0.0847430889423077,2340.8248197115386,0.28946901064869396,89.03129675859381,2.3875930124282743,-341.85038954955155,138.92598693785882,-32.12214641404116,19.455912745060985,9.704925506625326,-13.9077877943113,-22.08416738576282,-16.21018231754166,-9.744807259747969,-17.99787384664506,-11.966841443328153,-2.5726527446847607,-4.067347678011081,-10.0616895891175,-3.675384589272658,-5.244709139017037,-5.823972255202929,-6.036537311382708,-9.032731728505844,-4.100995587198797,Far_miss
0d20191008163744pnull_sec_start_60.wav,1020.2369312702407,0.08107793898809523,2099.23095703125,0.3466709708228248,147.67355017885265,0.014723812932275725,-645.8526989516095,79.32343009608132,1.3133508456382874,44.741417168933445,-2.8727165624718616,11.68258779550674,-2.2443046091531986,-4.073046434721216,-5.468745949906231,-16.191101774341615,-4.783522143790016,-14.236356844876875,-4.836077272452128,-7.66336008703382,-4.973368737595931,-1.8770543363954946,-4.979519164113112,3.032800168974473,-2.047801932735378,0.8924489592875536,Far_miss
0d20191008163744pnull_sec_start_9.wav,788.4572568439638,0.062323467548076925,1368.3522385817307,0.3856362117606894,119.54094138844997,0.46446048639046167,-506.9974369280441,104.9456193368316,36.41993497873363,44.224179321981396,22.011102942964463,7.639520426127005,1.0951519590478502,0.9728174080666356,1.46991954206681,-11.19413319368228,-8.738221577328746,-4.625589123252455,-6.6982180492370595,-8.377650371839103,-6.88338017023929,-4.709148738517507,-6.6202246587484295,-4.75898022547539,-4.156542997546003,-4.764326922469552,Far_miss
